time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1711545084642074600,15.07107470703125,-0.9053545594215393,-0.3616412580013275,0.08059747517108917,0.2074916660785675,-0.005702004302293062,-0.7591067552566528,2.6887340545654297
1711545084652075500,15.081075439453125,-0.9050247669219971,-0.3629727363586426,0.08096013963222504,0.20646171271800995,-0.00461445190012455,-0.7620818614959717,2.691164016723633
1711545084662074000,15.09107421875,-0.9047439694404602,-0.3642381429672241,0.08133859187364578,0.20531174540519714,-0.0033039087429642677,-0.764926552772522,2.6939659118652344
1711545084672104700,15.101104736328125,-0.9044684767723083,-0.36623048782348633,0.08194846659898758,0.2027226984500885,-0.00034365299507044256,-0.7694127559661865,2.700472354888916
1711545084682075100,15.1110751953125,-0.9044508934020996,-0.3669661283493042,0.0824185237288475,0.20127488672733307,0.0019033770076930523,-0.7711818814277649,2.704425096511841
1711545084692275000,15.12127490234375,-0.904508113861084,-0.36751967668533325,0.08279769122600555,0.19984732568264008,0.004030868411064148,-0.7725209593772888,2.708327293395996
1711545084702293500,15.13129345703125,-0.9046497941017151,-0.36786210536956787,0.08322519063949585,0.19839303195476532,0.006452375091612339,-0.7734324932098389,2.7124481201171875
1711545084712093400,15.141093505859375,-0.9049081206321716,-0.3679148256778717,0.0836561992764473,0.19693055748939514,0.009080121293663979,-0.7737284898757935,2.716724395751953
1711545084722073600,15.151073486328125,-0.9053040146827698,-0.3676303029060364,0.08402197808027267,0.19548119604587555,0.011739986948668957,-0.7732766270637512,2.7210450172424316
1711545084732073200,15.1610732421875,-0.9058576822280884,-0.366954505443573,0.08429580181837082,0.19406303763389587,0.014368470758199692,-0.771950900554657,2.725348949432373
1711545084742073600,15.171073486328124,-0.9065706729888916,-0.3658868074417114,0.08444125205278397,0.19268140196800232,0.01685757003724575,-0.7697350978851318,2.729576349258423
1711545084752073500,15.181073486328126,-0.9074132442474365,-0.36449041962623596,0.08439818024635315,0.19137635827064514,0.018966421484947205,-0.7667390704154968,2.7335283756256104
1711545084762069000,15.191069091796875,-0.908293604850769,-0.3629680573940277,0.08426743000745773,0.19014714658260345,0.02082533948123455,-0.76343834400177,2.7372219562530518
1711545084772075000,15.201074951171876,-0.9091391563415527,-0.36148175597190857,0.0841318666934967,0.18899402022361755,0.022548608481884003,-0.760212242603302,2.740675687789917
1711545084782075000,15.211074951171875,-0.9098716378211975,-0.3602169454097748,0.0841091051697731,0.18789096176624298,0.02435566857457161,-0.757502555847168,2.7440052032470703
1711545084792075300,15.2210751953125,-0.910373866558075,-0.35946711897850037,0.08420693129301071,0.1868475079536438,0.026099231094121933,-0.7559313774108887,2.7470932006835938
1711545084802075000,15.231074951171875,-0.9106670022010803,-0.35919392108917236,0.0842324048280716,0.18593068420886993,0.02726149372756481,-0.7553381323814392,2.7496047019958496
1711545084812074500,15.241074462890625,-0.9109486937522888,-0.3589280843734741,0.08423355966806412,0.18506161868572235,0.02830701321363449,-0.7547504901885986,2.7519633769989014
1711545084822076000,15.251075927734375,-0.9110713601112366,-0.35907965898513794,0.08414355665445328,0.18420276045799255,0.02888713777065277,-0.7550063729286194,2.754060983657837
1711545084832061200,15.261061279296875,-0.9110714793205261,-0.3595966100692749,0.08359348028898239,0.18344256281852722,0.02802192233502865,-0.7558475136756897,2.7553350925445557
1711545084842078200,15.271078125,-0.9113517999649048,-0.3600925803184509,0.08166950941085815,0.18193760514259338,0.024510271847248077,-0.7560589909553528,2.7572379112243652
1711545084852087000,15.281087158203125,-0.9116609692573547,-0.3599795401096344,0.08045127987861633,0.18115349113941193,0.022342516109347343,-0.7552993297576904,2.7581517696380615
1711545084862079500,15.29107958984375,-0.9122037291526794,-0.35929960012435913,0.07896694540977478,0.18042272329330444,0.019763709977269173,-0.7532370686531067,2.7588744163513184
1711545084872078800,15.301078857421874,-0.9127159118652344,-0.35869666934013367,0.07757719606161118,0.17963342368602753,0.017440641298890114,-0.751379132270813,2.759815216064453
1711545084882073600,15.311073486328125,-0.9133031368255615,-0.35790297389030457,0.07590015232563019,0.17894695699214935,0.014403690584003925,-0.7490072250366211,2.760288715362549
1711545084892073500,15.321073486328125,-0.9138349890708923,-0.35725516080856323,0.0743018239736557,0.17819540202617645,0.011552996002137661,-0.7469787001609802,2.760958671569824
1711545084902073900,15.331073974609374,-0.9143198132514954,-0.3567453622817993,0.07257970422506332,0.17743796110153198,0.008329560048878193,-0.7451954483985901,2.7614824771881104
1711545084912073500,15.341073486328124,-0.9147563576698303,-0.3563859462738037,0.07083865255117416,0.17661191523075104,0.005049541592597961,-0.7437257170677185,2.762115716934204
1711545084922073600,15.351073486328126,-0.915117621421814,-0.35626158118247986,0.06905469298362732,0.17569543421268463,0.0016280607087537646,-0.7427384853363037,2.7628586292266846
1711545084932073700,15.36107373046875,-0.9153742790222168,-0.35645005106925964,0.06721930205821991,0.17468500137329102,-0.001996755599975586,-0.742395281791687,2.763680934906006
1711545084942075100,15.3710751953125,-0.9156329035758972,-0.35666048526763916,0.0653546005487442,0.17360436916351318,-0.005635951180011034,-0.7420926690101624,2.7646474838256836
1711545084952074800,15.38107470703125,-0.9159036874771118,-0.3568403720855713,0.06351152807474136,0.1724867820739746,-0.009168273769319057,-0.7417410016059875,2.7657394409179688
1711545084962068500,15.391068359375,-0.9162010550498962,-0.3569273352622986,0.06137260049581528,0.17149901390075684,-0.013509359210729599,-0.7410799860954285,2.7662572860717773
1711545084972074500,15.401074462890625,-0.9165022373199463,-0.35697391629219055,0.059340234845876694,0.170505091547966,-0.017557993531227112,-0.7403825521469116,2.766906261444092
1711545084982075000,15.411074951171875,-0.9166823029518127,-0.3572903871536255,0.05691579729318619,0.16969893872737885,-0.02291118912398815,-0.7400984764099121,2.7666032314300537
1711545084992075500,15.421075439453125,-0.9168884754180908,-0.357544481754303,0.054638296365737915,0.16879604756832123,-0.027770545333623886,-0.7397485971450806,2.7667086124420166
1711545085002061800,15.431061767578125,-0.9170226454734802,-0.35891255736351013,0.0495431050658226,0.1667235642671585,-0.039052460342645645,-0.7406691908836365,2.7667384147644043
1711545085012076000,15.441075927734374,-0.917191207408905,-0.3594290316104889,0.0470726303756237,0.1653941422700882,-0.044119689613580704,-0.7408310174942017,2.7676379680633545
1711545085022075100,15.4510751953125,-0.9174239635467529,-0.3598233759403229,0.04473373293876648,0.16388802230358124,-0.04861749708652496,-0.7408071756362915,2.769160747528076
1711545085032086500,15.46108642578125,-0.9179985523223877,-0.35943403840065,0.04413749277591705,0.16167160868644714,-0.04765724018216133,-0.7398693561553955,2.7744576930999756
1711545085042087200,15.471087158203124,-0.9186109304428101,-0.3589440882205963,0.04333117976784706,0.15948517620563507,-0.04719654470682144,-0.7386377453804016,2.7795169353485107
1711545085052073500,15.481073486328125,-0.9193036556243896,-0.35826072096824646,0.042097095400094986,0.15734630823135376,-0.047738999128341675,-0.7368365526199341,2.7841291427612305
1711545085062060500,15.491060546875,-0.9201065301895142,-0.35728198289871216,0.04032350331544876,0.15533071756362915,-0.049578383564949036,-0.7342113852500916,2.7880420684814453
1711545085072061400,15.5010615234375,-0.9210520386695862,-0.355888694524765,0.038004469126462936,0.15349923074245453,-0.0527196042239666,-0.7305123805999756,2.7911505699157715
1711545085082073900,15.511073974609374,-0.920988142490387,-0.3571024537086487,0.03520369157195091,0.15172137320041656,-0.05854196101427078,-0.7321316003799438,2.7926032543182373
1711545085092073500,15.521073486328126,-0.9211525917053223,-0.3576672673225403,0.031360432505607605,0.15022823214530945,-0.06684878468513489,-0.7319946885108948,2.792635679244995
1711545085102075000,15.531074951171876,-0.9215669631958008,-0.3575410544872284,0.02650865912437439,0.1489158719778061,-0.07741430401802063,-0.7300288677215576,2.7915868759155273
1711545085112075000,15.541074951171876,-0.9230554103851318,-0.3547433018684387,0.022770613431930542,0.14699456095695496,-0.08311528712511063,-0.7229368090629578,2.794309377670288
1711545085122074600,15.55107470703125,-0.9245622754096985,-0.3519327640533447,0.019094543531537056,0.14478711783885956,-0.0883883610367775,-0.7159000635147095,2.79783296585083
1711545085132075000,15.561074951171875,-0.925995945930481,-0.34936514496803284,0.015733342617750168,0.14222505688667297,-0.09271671622991562,-0.7095556855201721,2.8024232387542725
1711545085142075100,15.5710751953125,-0.9272630214691162,-0.3472987413406372,0.012973381206393242,0.1392785906791687,-0.09554176032543182,-0.7045465111732483,2.8082687854766846
