time,seconds_elapsed,z,y,x
1711545069743798000,0.172798095703125,0.0322994738817215,-0.025350889191031456,0.013286309316754341
1711545069762680300,0.191680419921875,0.03352120518684387,-0.038789913058280945,0.013286309316754341
1711545069781562600,0.210562744140625,0.013973532244563103,-0.04428769648075104,0.024281874299049377
1711545069800445000,0.22944482421875,-0.015347977168858051,-0.0015271619195118546,0.019394956529140472
1711545069819327500,0.248327392578125,-0.02023489587008953,0.029626941308379173,0.002901607658714056
1711545069838209800,0.267209716796875,-0.014126247726380825,0.024740023538470268,-0.0032070400193333626
1711545069857092000,0.286092041015625,-0.02023489587008953,-0.022296564653515816,0.00045814859913662076
1711545069875974400,0.304974365234375,-0.021456625312566757,-0.026572618633508682,0.009621120058000088
1711545069894856700,0.323856689453125,-0.004963276442140341,-0.0204639695584774,0.002290742937475443
1711545069913739300,0.3427392578125,0.01824958436191082,-0.011300998739898205,-0.009926552884280682
1711545069932621600,0.36162158203125,0.023136503994464874,0.01435532234609127,-0.010537417605519295
1711545069951504000,0.38050390625,0.019471315667033195,-0.011911863461136818,0.006566796451807022
1711545069970386200,0.39938623046875,0.015806125476956367,-0.044898562133312225,0.03955349326133728
1711545069989268500,0.4182685546875,0.01030834298580885,-0.018631376326084137,0.07376192510128021
1711545070008151000,0.437151123046875,-0.005574141163378954,0.011911863461136818,0.07498364895582199
1711545070027033300,0.456033447265625,-0.009850194677710533,-0.000305432389723137,0.04321868345141411
1711545070045915600,0.47491552734375,0.009086613543331623,-0.06200277432799339,0.009010255336761475
1711545070064798000,0.4937978515625,0.019471315667033195,-0.07238747924566269,0.004734201822429895
1711545070083680500,0.512680419921875,0.004199695307761431,0.000305432389723137,0.02672533318400383
1711545070102562800,0.531562744140625,-0.01779143698513508,0.023518294095993042,0.053603384643793106
1711545070121445000,0.550445068359375,-0.03672824427485466,0.032681263983249664,0.0694858655333519
1711545070140327400,0.569327392578125,-0.05627591907978058,0.00946840364485979,0.06276635825634003
1711545070159209700,0.588209716796875,-0.10025817900896072,-0.09132428467273712,0.025503603741526604
1711545070178092300,0.60709228515625,-0.15095995366573334,-0.11575887352228165,-0.023365577682852745
1711545070196974600,0.625974609375,-0.2047160565853119,-0.1701258420944214,-0.06307178735733032
1711545070215857000,0.64485693359375,-0.2395353466272354,-0.1798996776342392,-0.10216713696718216
1711545070234739200,0.6637392578125,-0.2407570779323578,-0.1853974610567093,-0.12354740500450134
1711545070253621800,0.682621826171875,-0.2450331300497055,-0.27091851830482483,-0.11255183815956116
1711545070272504000,0.701504150390625,-0.261526495218277,-0.3961458206176758,-0.11927134543657303
1711545070291386400,0.720386474609375,-0.24747659265995026,-0.24709481000900269,-0.1314886510372162
1711545070310268700,0.7392685546875,-0.20654866099357605,0.06383536756038666,-0.15775582194328308
1711545070329151200,0.758151123046875,-0.15157082676887512,0.2360992431640625,-0.18402300775051117
1711545070348033500,0.777033447265625,-0.09292780607938766,0.2525925934314728,-0.1773035079240799
1711545070366915800,0.795915771484375,-0.06238456442952156,0.29046618938446045,-0.16081015765666962
1711545070385798100,0.814798095703125,-0.012904518283903599,0.2874118685722351,-0.11133010685443878
1711545070404680700,0.8336806640625,-0.0025198173243552446,0.18112140893936157,-0.0386371985077858
1711545070423563000,0.85256298828125,-0.05994110554456711,0.08460476994514465,0.007177661173045635
1711545070442445300,0.8714453125,-0.09414953738451004,0.07605266571044922,0.009621120058000088
1711545070461328000,0.890327880859375,-0.06299543380737305,0.05283980444073677,-0.0025961752980947495
1711545070480210200,0.909210205078125,-0.03061959706246853,0.10598503798246384,-0.02764163166284561
1711545070499092500,0.928092529296875,-0.044669486582279205,0.2880227565765381,-0.08811724185943604
1711545070517974800,0.946974853515625,-0.04528035223484039,0.4511236250400543,-0.19074252247810364
1711545070536857300,0.965857421875,-0.00007635809743078426,0.48960810899734497,-0.25610506534576416
1711545070555739600,0.98473974609375,0.03840812295675278,0.42913252115249634,-0.23655737936496735
1711545070574622000,1.0036220703125,0.057955797761678696,0.3759872615337372,-0.16875138878822327
1711545070593504500,1.02250439453125,0.04512763395905495,0.33017241954803467,-0.08689551800489426
1711545070612386800,1.04138671875,0.03168861195445061,0.32650721073150635,-0.049632761627435684
1711545070631269000,1.06026904296875,0.07628174126148224,0.38698282837867737,-0.07223475724458694
1711545070650151400,1.0791513671875,0.09827287495136261,0.2788597643375397,-0.0850629210472107
1711545070669034000,1.098033935546875,0.06956222653388977,0.2764163017272949,-0.06612611562013626
1711545070687916300,1.116916259765625,0.07139482349157333,0.23793183267116547,-0.04535670951008797
1711545070706798600,1.135798583984375,0.08239039033651352,0.22510367631912231,-0.009315688163042068
1711545070725681200,1.15468115234375,0.08055779337882996,0.1646280586719513,-0.04108065739274025
1711545070744563500,1.1735634765625,0.0322994738817215,0.10354158282279968,-0.08811724185943604
1711545070763445800,1.19244580078125,0.012751801870763302,0.05955931544303894,-0.08872810751199722
1711545070782328300,1.211328369140625,0.021914774551987648,0.03329212963581085,-0.05451968312263489
1711545070801210600,1.230210693359375,0.04024071618914604,0.000305432389723137,-0.020922118797898293
1711545070820093000,1.249093017578125,0.022525638341903687,-0.018631376326084137,-0.03375028073787689
1711545070838975500,1.2679755859375,-0.01107192412018776,-0.006414080038666725,-0.12965604662895203
1711545070857857800,1.28685791015625,0.013973532244563103,0.06261363625526428,-0.19562944769859314
1711545070876740000,1.305739990234375,0.0243582334369421,0.17623448371887207,-0.18646647036075592
1711545070895622700,1.32462255859375,0.042073313146829605,0.25870123505592346,-0.15531237423419952
1711545070914505000,1.3435048828125,0.04696023091673851,0.23854269087314606,-0.1455385386943817
1711545070933387300,1.36238720703125,0.05123628303408623,0.30146175622940063,-0.14859285950660706
1711545070952269800,1.381269775390625,0.08666644245386124,0.3900371491909027,-0.12965604662895203
1711545070971152100,1.400152099609375,0.09521854668855667,0.4248564541339874,-0.1406516134738922
1711545070990034400,1.419034423828125,0.09094249457120895,0.3900371491909027,-0.12782345712184906
1711545071008917000,1.4379169921875,0.03962985426187515,0.19944734871387482,-0.10827577859163284
1711545071027799300,1.45679931640625,0.045738499611616135,0.08582650125026703,-0.08567378669977188
1711545071046681600,1.475681640625,0.03535379841923714,-0.011300998739898205,-0.10155627131462097
1711545071065564200,1.494564208984375,0.011530072428286076,-0.01802051067352295,-0.10949750989675522
1711545071084446500,1.513446533203125,0.005421424750238657,-0.03329212963581085,-0.08811724185943604
1711545071103328800,1.532328857421875,0.00603228947147727,-0.04917461425065994,-0.04108065739274025
1711545071122211300,1.55121142578125,0.004199695307761431,-0.04428769648075104,0.01206457894295454
1711545071141093600,1.57009375,-0.018402300775051117,-0.054672397673130035,0.08720094710588455
1711545071159976000,1.588975830078125,-0.028787001967430115,-0.14080433547496796,0.1513417512178421
1711545071178858500,1.6078583984375,-0.0025198173243552446,-0.1805105358362198,0.18127411603927612
1711545071197740800,1.62674072265625,0.012140937149524689,-0.10842850059270859,0.09147699922323227
1711545071216623000,1.645623046875,0.023136503994464874,-0.06444623321294785,-0.0013744457392022014
1711545071235505700,1.664505615234375,0.04696023091673851,-0.10476330667734146,-0.023365577682852745
1711545071254388000,1.683387939453125,0.05429060757160187,-0.15057817101478577,0.021227551624178886
1711545071273270300,1.702270263671875,0.054901473224163055,-0.2464839369058609,0.08597921580076218
1711545071292152800,1.72115283203125,-0.012904518283903599,-0.3992001414299011,0.1415679156780243
1711545071311035100,1.74003515625,-0.09842558950185776,-0.5561923980712891,0.18982623517513275
1711545071329917700,1.758917724609375,-0.08926261961460114,-0.7192932963371277,0.18005239963531494
1711545071348800000,1.777800048828125,-0.038560837507247925,-0.9440914988517761,0.14340050518512726
1711545071367682300,1.796682373046875,0.015806125476956367,-1.3295471668243408,0.08781181275844574
1711545071386564900,1.81556494140625,0.1398116797208786,-1.4175117015838623,0.14278964698314667
1711545071405447200,1.834447265625,0.2796997129917145,-1.0228930711746216,0.268627792596817
1711545071424329700,1.853329833984375,0.2998582422733307,-0.5855138897895813,0.3926333487033844
1711545071443212000,1.8722119140625,0.212504580616951,-0.36193737387657166,0.4653262495994568
1711545071462094300,1.89109423828125,0.11049016565084457,-0.3295615613460541,0.4555523991584778
1711545071480977000,1.909976806640625,0.01763872057199478,-0.3130682110786438,0.31383177638053894
1711545071499859200,1.928859130859375,-0.009850194677710533,-0.2666424810886383,0.17455461621284485
1711545071518741800,1.94774169921875,0.019471315667033195,-0.29046618938446045,0.11285726726055145
1711545071537624000,1.9666240234375,0.10560324788093567,-0.3075704276561737,0.12690715491771698
1711545071556506400,1.98550634765625,0.191735178232193,-0.3032943606376648,0.17516547441482544
